index,Station,Lat,Long,Alt,Date,O18Avg,H2avg,dex,Precipitation (kg/m^2/s),Temperature (K)
10348,SAT,48.78,-123.13,178.0,1999-11-02,-11.2,-84.23,-84.23,1.9848294e-05,283.39267
10350,RES,74.43,-94.59,67.0,1999-12-02,-37.22,-284.2,13.560000000000002,0.0,246.74068
10351,ELA,49.67,-93.72,369.0,1999-12-02,-12.42,-83.81,-83.81,0.0,262.06342
10352,BON,49.38,-82.12,245.0,1999-12-02,-21.07,-166.5,-166.5,0.0,262.2631
10353,ALR,82.31,-62.17,30.0,1999-12-02,-36.625,-278.6,14.399999999999977,0.0,238.47589
10354,GOB,53.32,-60.42,46.0,1999-12-02,-21.07,-155.62,-155.62,0.0,268.31897
10355,SAT,48.78,-123.13,178.0,1999-12-02,-12.42,-88.8,-88.8,1.4379576e-05,276.0789
10357,HAB,46.29,-64.15,45.0,1999-12-02,-12.28388888888889,-82.61111111111111,-82.61111111111111,0.0,274.13568
10358,SNA,63.52,-116.0,241.0,1999-12-02,-30.045,-231.86,-231.86,0.0,235.98499
10359,CPA,49.82,-74.97,382.0,1999-12-02,-14.33,-97.66,16.980000000000004,0.0,263.73892
10360,BAB,47.98,-55.82,190.0,1999-12-02,-10.58,-60.03,24.61,0.0,271.74005
10363,EUR,79.59,-85.56,10.0,1999-12-02,-40.12,-311.1,9.859999999999957,0.0,242.66623
10364,EGB,44.23,-79.77,224.0,1999-12-02,-9.08,-98.88,-98.88,3.8429366e-06,269.16153
10365,EST,51.67,-110.2,707.0,1999-12-02,-27.11,-214.74,-214.74,0.0,260.32263
10366,OTT,45.32,-75.67,114.0,1999-12-02,-13.7,-89.2,20.39999999999999,0.0,265.24274
10367,CAM,69.6,-105.8,27.0,1999-12-02,-32.95,-259.5,4.100000000000023,0.0,244.09409
10368,CPA,49.82,-74.97,382.0,2000-01-02,-21.52,-157.9,14.259999999999991,0.0,254.32623
10369,GOB,53.32,-60.42,46.0,2000-01-02,-18.73,-138.7,-138.7,0.0,263.80838
10370,ALR,82.31,-62.17,30.0,2000-01-02,-36.57,-279.65,12.910000000000025,1.0345614e-05,251.13042
10371,EUR,79.59,-85.56,10.0,2000-01-02,-37.09,-291.65,5.07000000000005,0.0,246.28725
10372,EST,51.67,-110.2,707.0,2000-01-02,-24.67,-189.19,-189.19,0.0,271.00958
10373,BON,49.38,-82.12,245.0,2000-01-02,-22.35,-162.6,-162.6,0.0,251.98433
10374,SAT,48.78,-123.13,178.0,2000-01-02,-12.82,-92.185,-92.185,0.0,280.4856
10375,OTT,45.32,-75.67,114.0,2000-01-02,-13.9,-95.9,15.299999999999997,5.0059618e-05,254.80699
10376,EGB,44.23,-79.77,224.0,2000-01-02,-15.55,-105.035,-105.035,7.68155e-06,258.93774
10377,ELA,49.67,-93.72,369.0,2000-01-02,-23.55,-175.195,-175.195,0.0,253.68549
10378,SKT,52.1,-106.43,504.0,2000-01-02,-24.1,-186.0,-186.0,0.0,269.86563
10379,HAB,46.29,-64.15,45.0,2000-01-02,-14.035,-98.74,-98.74,2.733927e-05,264.20612
10380,RES,74.43,-94.59,67.0,2000-01-02,-35.86,-280.7,6.180000000000007,0.0,252.04102
10381,SNA,63.52,-116.0,241.0,2000-01-02,-16.44,-141.97,-141.97,0.0,258.92545
10382,BAB,47.98,-55.82,190.0,2000-01-02,-11.34,-49.69,41.03,0.0,268.92413
10383,CAM,69.6,-105.8,27.0,2000-01-02,-28.314999999999998,-223.25,3.269999999999982,0.0,256.56528
10387,SAT,48.78,-123.13,178.0,2000-02-02,-14.57,-108.79,-108.79,9.020709e-05,281.39328
10388,GOB,53.32,-60.42,46.0,2000-02-02,-20.82,-155.37,-155.37,8.687167e-06,270.06653
10390,HAB,46.29,-64.15,45.0,2000-02-02,-13.31,-91.58,-91.58,0.0,269.19385
10391,BAB,47.98,-55.82,190.0,2000-02-02,-10.55,-43.63,40.77,0.0,270.49246
10392,ELA,49.67,-93.72,369.0,2000-02-02,-21.722500000000004,-164.50849999999997,-164.50849999999997,2.0555111e-05,260.87045
10393,OTT,45.32,-75.67,114.0,2000-02-02,-19.3,-140.8,13.599999999999994,0.0,256.36676
10394,CPA,49.82,-74.97,382.0,2000-02-02,-16.42,-117.72,13.640000000000015,0.0,251.89099
10395,ALR,82.31,-62.17,30.0,2000-02-02,-38.975,-302.0,9.800000000000011,5.4843363e-06,245.68697
10396,EUR,79.59,-85.56,10.0,2000-02-02,-36.49,-283.79999999999995,8.120000000000061,0.0,237.15334
10397,BON,49.38,-82.12,245.0,2000-02-02,-14.38,-105.1,-105.1,0.0,248.3164
10398,SKT,52.1,-106.43,504.0,2000-02-02,-20.162564,-168.0,-168.0,0.0,263.87726
10399,EST,51.67,-110.2,707.0,2000-02-02,-27.17,-208.32,-208.32,5.227425e-06,269.0175
10400,RES,74.43,-94.59,67.0,2000-02-02,-35.385000000000005,-275.0,8.080000000000041,9.0872134e-05,244.7932
10401,SNA,63.52,-116.0,241.0,2000-02-02,-26.62,-204.935,-204.935,2.1716307e-05,254.45882
10402,EGB,44.23,-79.77,224.0,2000-02-02,-16.56,-118.03,-118.03,1.1037194e-05,256.07315
10403,CAM,69.6,-105.8,27.0,2000-02-02,-33.01,-260.3,3.7799999999999727,1.4416334e-05,251.01865
10404,CPA,49.82,-74.97,382.0,2000-03-02,-18.19,-131.62,13.900000000000006,0.0,260.33176
10405,BAB,47.98,-55.82,190.0,2000-03-02,-9.51,-43.595,32.485,0.0,270.90048
10406,HAB,46.29,-64.15,45.0,2000-03-02,-10.91,-76.35,-76.35,0.0,268.79636
10408,ELA,49.67,-93.72,369.0,2000-03-02,-11.76,-82.22,-82.22,0.0,268.76398
10410,SKT,52.1,-106.43,504.0,2000-03-02,-20.9,,,0.0,264.98688
10411,RES,74.43,-94.59,67.0,2000-03-02,-30.41,-240.55,2.7299999999999898,0.0,236.8855
10412,SNA,63.52,-116.0,241.0,2000-03-02,-15.0,-132.37,-132.37,0.0,252.44218
10413,OTT,45.32,-75.67,114.0,2000-03-02,-14.0,-99.4,12.599999999999994,0.0,270.38812
10414,EST,51.67,-110.2,707.0,2000-03-02,-18.99,-144.12,-144.12,0.0,265.4866
10415,BON,49.38,-82.12,245.0,2000-03-02,-13.965,-106.26,-106.26,0.0,264.83026
10416,SAT,48.78,-123.13,178.0,2000-03-02,-11.5,-80.825,-80.825,5.9823666e-05,280.91916
10417,EUR,79.59,-85.56,10.0,2000-03-02,-38.27,-308.3,-2.1399999999999864,0.0,227.74829
10418,CAM,69.6,-105.8,27.0,2000-03-02,-28.87,-232.3,-1.3400000000000034,0.0,245.20137
10419,GOB,53.32,-60.42,46.0,2000-03-02,-13.25,-91.085,-91.085,0.0,263.2531
10420,EGB,44.23,-79.77,224.0,2000-03-02,-15.44,-112.32,-112.32,0.0,270.5468
10421,ALR,82.31,-62.17,30.0,2000-03-02,-26.59,-218.6,-5.8799999999999955,0.0,236.95189
10422,SNA,63.52,-116.0,241.0,2000-04-02,-16.11,-127.91,-127.91,0.0,251.42145
10423,GOB,53.32,-60.42,46.0,2000-04-02,-17.48,-130.365,-130.365,0.0,276.10394
10424,SKT,52.1,-106.43,504.0,2000-04-02,-18.002238,,,8.257855e-06,274.71457
10425,EST,51.67,-110.2,707.0,2000-04-02,-17.6,-140.79,-140.79,0.0,278.43915
10426,OTT,45.32,-75.67,114.0,2000-04-02,-14.1,-100.4,12.399999999999991,0.0,278.97253
10427,ELA,49.67,-93.72,369.0,2000-04-02,-13.885,-109.01,-109.01,0.0,271.94907
10428,SAT,48.78,-123.13,178.0,2000-04-02,-8.41,-66.81,-66.81,8.309706e-05,282.45593
10430,HAB,46.29,-64.15,45.0,2000-04-02,-7.375,-50.23,-50.23,0.0,277.68793
10431,BAB,47.98,-55.82,190.0,2000-04-02,-11.37,-38.46,52.5,0.0,274.64658
10432,ALR,82.31,-62.17,30.0,2000-04-02,-24.12,-199.25,-6.289999999999992,0.0,234.01309
10433,BON,49.38,-82.12,245.0,2000-04-02,-10.926111111111112,-76.58571428571429,-76.58571428571429,5.0456623e-05,272.70294
10434,EUR,79.59,-85.56,10.0,2000-04-02,-32.35,-262.5,-3.6999999999999886,0.0,235.77257
10435,EGB,44.23,-79.77,224.0,2000-04-02,-11.5,-81.095,-81.095,2.1232348e-05,275.31488
10437,CAM,69.6,-105.8,27.0,2000-04-02,-32.39,-255.6,3.5200000000000102,0.0,242.87283
10438,RES,74.43,-94.59,67.0,2000-04-02,-25.01,-219.0,-18.919999999999987,0.0,240.33095
10439,CPA,49.82,-74.97,382.0,2000-04-02,-18.79,-141.54,8.780000000000001,1.1258883e-05,273.5979
10440,SNA,63.52,-116.0,241.0,2000-05-02,-18.84,-148.045,-148.045,0.0,274.28305
10441,ALR,82.31,-62.17,30.0,2000-05-02,-28.31375,-214.35833333333335,12.151666666666642,0.0,255.95294
10442,HAB,46.29,-64.15,45.0,2000-05-02,-8.88,-54.175,-54.175,5.6766952e-05,281.99167
10443,EGB,44.23,-79.77,224.0,2000-05-02,-5.265,-34.265,-34.265,1.2943994e-05,278.1219
10444,EST,51.67,-110.2,707.0,2000-05-02,-12.35,-106.315,-106.315,0.0,283.95566
10445,CAM,69.6,-105.8,27.0,2000-05-02,-27.94,-212.5,11.02000000000001,0.0,260.39365
10446,SKT,52.1,-106.43,504.0,2000-05-02,-11.156439999999998,,,0.0,283.64612
10447,EUR,79.59,-85.56,10.0,2000-05-02,-32.03,-251.14999999999998,5.090000000000032,0.0,255.289
10449,BON,49.38,-82.12,245.0,2000-05-02,-10.47,-78.47,-78.47,9.9205e-05,276.20593
10450,CPA,49.82,-74.97,382.0,2000-05-02,-9.52,-69.01,7.1499999999999915,2.2778047e-05,282.0384
10451,SAT,48.78,-123.13,178.0,2000-05-02,-8.26,-62.81,-62.81,1.6497806e-05,285.04953
10452,BAB,47.98,-55.82,190.0,2000-05-02,-9.13,-82.305,-9.265,0.0,280.96347
10453,ELA,49.67,-93.72,369.0,2000-05-02,-10.69,-80.405,-80.405,0.0,273.75504
10454,RES,74.43,-94.59,67.0,2000-05-02,-27.31,-207.3,11.179999999999978,0.0,258.39343
10455,OTT,45.32,-75.67,114.0,2000-05-02,-6.5,-43.6,8.399999999999999,4.0531268e-05,283.2615
10457,GOB,53.32,-60.42,46.0,2000-05-02,-13.68,-102.645,-102.645,0.0,279.26736
10458,EUR,79.59,-85.56,10.0,2000-06-02,-21.795,-180.45,-6.089999999999975,0.0,266.603
10459,GOB,53.32,-60.42,46.0,2000-06-02,-12.48,-92.17,-92.17,1.8092565e-05,286.80054
10460,BAB,47.98,-55.82,190.0,2000-06-02,-6.7283333333333335,-39.96,13.866666666666672,0.0,286.06583
10461,EST,51.67,-110.2,707.0,2000-06-02,-13.88,-109.81,-109.81,0.0,293.2224
10462,ALR,82.31,-62.17,30.0,2000-06-02,-23.79,-183.60000000000002,6.71999999999997,0.0,269.7768
10463,SKT,52.1,-106.43,504.0,2000-06-02,-11.912702,-80.0,-80.0,0.0,292.16953
10465,BON,49.38,-82.12,245.0,2000-06-02,-11.56,-83.06,-83.06,1.6722157e-05,284.12686
10466,EGB,44.23,-79.77,224.0,2000-06-02,-8.1,-54.2,-54.2,0.0,291.58353
10467,SNA,63.52,-116.0,241.0,2000-06-02,-19.52,-152.24,-152.24,0.0,276.2804
10468,CAM,69.6,-105.8,27.0,2000-06-02,-19.99,-160.85000000000002,-0.9300000000000352,0.0,271.46918
10469,HAB,46.29,-64.15,45.0,2000-06-02,-8.770000000000001,-63.65,-63.65,0.0,288.67447
10471,OTT,45.32,-75.67,114.0,2000-06-02,-6.1,-40.3,8.5,0.0,294.80246
10472,CPA,49.82,-74.97,382.0,2000-06-02,-10.8,-77.665,8.735,0.00011856279,285.78033
10473,RES,74.43,-94.59,67.0,2000-06-02,-30.44,-240.05,3.469999999999999,0.0,273.75583
10474,SAT,48.78,-123.13,178.0,2000-06-02,-12.39,-97.865,-97.865,0.0,286.87497
10475,ELA,49.67,-93.72,369.0,2000-06-02,-10.4,-74.775,-74.775,0.0,285.09744
10476,EST,51.67,-110.2,707.0,2000-07-02,-10.84,-83.69,-83.69,0.0,294.4327
10478,CAM,69.6,-105.8,27.0,2000-07-02,-16.49,-134.25,-2.3300000000000125,0.0,278.54626
10479,EGB,44.23,-79.77,224.0,2000-07-02,-8.15,-57.245,-57.245,0.0,287.95334
10480,ELA,49.67,-93.72,369.0,2000-07-02,-9.56,-68.615,-68.615,0.0,293.97437
10481,GOB,53.32,-60.42,46.0,2000-07-02,-10.42,-72.03,-72.03,8.193546e-05,290.0772
10482,RES,74.43,-94.59,67.0,2000-07-02,-16.62,-129.75,3.210000000000008,0.0,275.74432
10483,SAT,48.78,-123.13,178.0,2000-07-02,-7.79,-64.24,-64.24,0.0,291.79227
10484,HAB,46.29,-64.15,45.0,2000-07-02,-9.5,-66.155,-66.155,0.000113323484,289.98367
10486,BAB,47.98,-55.82,190.0,2000-07-02,-2.655,-73.23,-51.99000000000001,0.00010752027,288.7549
10487,CPA,49.82,-74.97,382.0,2000-07-02,-9.48,-64.625,11.215000000000003,1.25077495e-05,278.97708
10488,BON,49.38,-82.12,245.0,2000-07-02,-10.98,-82.68,-82.68,0.0,283.9895
10489,SNA,63.52,-116.0,241.0,2000-07-02,-22.62,-170.525,-170.525,0.00014895415,290.74182
10490,OTT,45.32,-75.67,114.0,2000-07-02,-7.2,-48.3,9.300000000000004,0.0,288.0235
10491,ALR,82.31,-62.17,30.0,2000-07-02,-22.29,-174.89999999999998,3.420000000000016,0.0,276.20126
10493,EUR,79.59,-85.56,10.0,2000-07-02,-18.63,-152.8,-3.7600000000000193,0.0,275.3822
10494,CAM,69.6,-105.8,27.0,2000-08-02,-18.97,-146.39999999999998,5.360000000000014,2.4883344e-05,276.45996
10495,SAT,48.78,-123.13,178.0,2000-08-02,-5.66,-46.165,-46.165,0.0,293.0754
10497,HAB,46.29,-64.15,45.0,2000-08-02,-7.19,-46.195,-46.195,3.3482294e-05,291.8974
10498,BON,49.38,-82.12,245.0,2000-08-02,-9.17,-67.26,-67.26,0.0,291.18787
10499,SNA,63.52,-116.0,241.0,2000-08-02,-22.69,-178.31,-178.31,1.1593138e-05,291.82697
10501,ELA,49.67,-93.72,369.0,2000-08-02,-9.07,-60.305,-60.305,0.0,292.58066
10502,OTT,45.32,-75.67,114.0,2000-08-02,-8.7,-56.9,12.699999999999996,0.00022388074,294.67505
10503,CPA,49.82,-74.97,382.0,2000-08-02,-8.12,-56.1,8.859999999999992,0.0,291.0684
10504,EGB,44.23,-79.77,224.0,2000-08-02,-6.57,-42.44,-42.44,7.7736986e-05,294.3434
10505,ALR,82.31,-62.17,30.0,2000-08-02,-21.41,-164.3,6.97999999999999,0.0,276.75067
10506,EUR,79.59,-85.56,10.0,2000-08-02,-22.84,-196.4,-13.680000000000007,0.0,277.43054
10507,RES,74.43,-94.59,67.0,2000-08-02,-9.059999999999999,-69.25,3.2299999999999898,0.0,275.62057
10508,SKT,52.1,-106.43,504.0,2000-08-02,-13.6,-121.0,-121.0,3.6306326e-05,294.85922
10509,BAB,47.98,-55.82,190.0,2000-08-02,-6.445,-51.655,-0.0949999999999988,0.0,291.5484
10510,EST,51.67,-110.2,707.0,2000-08-02,-12.6,-112.355,-112.355,0.0,292.52505
10511,GOB,53.32,-60.42,46.0,2000-08-02,-11.935,-87.2,-87.2,9.6170525e-06,292.17264
10512,SAT,48.78,-123.13,178.0,2000-09-02,-5.56,-38.335,-38.335,0.0,290.0626
10513,ELA,49.67,-93.72,369.0,2000-09-02,-15.56,-116.985,-116.985,1.8134304e-05,288.16953
10514,OTT,45.32,-75.67,114.0,2000-09-02,-9.8,-61.4,17.000000000000007,0.0,291.2652
10515,CPA,49.82,-74.97,382.0,2000-09-02,-13.95,-100.5,11.099999999999994,0.0,289.23813
10516,SKT,52.1,-106.43,504.0,2000-09-02,-13.2,-124.0,-124.0,0.0,287.20322
10517,EUR,79.59,-85.56,10.0,2000-09-02,-26.223636363636363,-196.915,12.87409090909091,0.0,268.3019
10518,BAB,47.98,-55.82,190.0,2000-09-02,-7.32,-92.03,-33.47,0.0,289.86612
10519,GOB,53.32,-60.42,46.0,2000-09-02,-12.43,-92.195,-92.195,0.0,287.52786
10521,SNA,63.52,-116.0,241.0,2000-09-02,-24.61,-187.47,-187.47,0.0,286.4941
10522,BON,49.38,-82.12,245.0,2000-09-02,-10.1,-73.75,-73.75,0.0,290.40717
10523,CAM,69.6,-105.8,27.0,2000-09-02,-21.32,-146.14999999999998,24.410000000000025,0.0,275.91736
10524,EGB,44.23,-79.77,224.0,2000-09-02,-11.06,-78.015,-78.015,0.0,291.59918
10526,HAB,46.29,-64.15,45.0,2000-09-02,-7.63,-52.82,-52.82,0.0,291.28094
10527,EST,51.67,-110.2,707.0,2000-09-02,-12.92,-96.08,-96.08,0.0,288.10367
10528,RES,74.43,-94.59,67.0,2000-09-02,-20.735,-161.65,4.22999999999999,0.0,269.43076
10529,ALR,82.31,-62.17,30.0,2000-09-02,-25.370833333333334,-191.63125000000002,11.335416666666646,0.0,267.47217
10530,CPA,49.82,-74.97,382.0,2000-10-02,-11.36,-77.78,13.099999999999994,2.4164383e-05,285.9194
10531,EST,51.67,-110.2,707.0,2000-10-02,-13.635,-108.755,-108.755,0.0,278.8904
10532,GOB,53.32,-60.42,46.0,2000-10-02,-14.77,-104.085,-104.085,2.8124203e-05,276.63275
10534,EUR,79.59,-85.56,10.0,2000-10-02,-32.215,-247.31863636363633,10.401363636363698,3.5302673e-05,265.49377
10535,HAB,46.29,-64.15,45.0,2000-10-02,-12.43,-89.585,-89.585,1.02888225e-05,283.5539
10536,SAT,48.78,-123.13,178.0,2000-10-02,-7.39,-51.675,-51.675,0.0,282.43378
10538,OTT,45.32,-75.67,114.0,2000-10-02,-10.74,-39.7,46.22,2.370637e-05,290.61884
10539,BON,49.38,-82.12,245.0,2000-10-02,-10.3,-75.2,-75.2,0.0,283.74243
10540,ALR,82.31,-62.17,30.0,2000-10-02,-32.0225,-236.2970833333333,,0.0,259.78403
10541,BAB,47.98,-55.82,190.0,2000-10-02,-7.75,-104.47,-42.47,0.0,281.15823
10542,SNA,63.52,-116.0,241.0,2000-10-02,-27.73,-214.515,-214.515,0.0,272.25735
10543,EGB,44.23,-79.77,224.0,2000-10-02,-11.32,-77.435,-77.435,2.9432824e-05,290.3116
10545,ELA,49.67,-93.72,369.0,2000-10-02,-10.52,-70.935,-70.935,7.1444433e-06,283.06937
10546,RES,74.43,-94.59,67.0,2000-10-02,-19.1,-140.4,12.400000000000006,2.4372535e-05,272.1855
10547,CAM,69.6,-105.8,27.0,2000-10-02,-25.51,-170.22636363636366,33.853636363636355,8.78837e-06,273.45428
10548,EUR,79.59,-85.56,10.0,2000-11-02,-35.25,-274.0,8.0,0.0,250.58856
10549,HAB,46.29,-64.15,45.0,2000-11-02,-11.72,-96.7,-96.7,0.0,274.25522
10550,ELA,49.67,-93.72,369.0,2000-11-02,-14.04,-96.69,-96.69,0.0,269.237
10551,SAT,48.78,-123.13,178.0,2000-11-02,-11.02,-75.77,-75.77,0.0,282.78424
10552,RES,74.43,-94.59,67.0,2000-11-02,-32.82,-251.3,11.259999999999991,0.0,256.41122
10553,EGB,44.23,-79.77,224.0,2000-11-02,-12.21,-82.435,-82.435,0.0,272.98514
10554,ALR,82.31,-62.17,30.0,2000-11-02,-30.325,-228.35,14.25,0.0,250.03462
10555,OTT,45.32,-75.67,114.0,2000-11-02,-13.2,-87.7,17.89999999999999,0.0,271.58823
10557,SNA,63.52,-116.0,241.0,2000-11-02,-29.39,-227.96,-227.96,0.0,266.09735
10558,CPA,49.82,-74.97,382.0,2000-11-02,-18.31,-129.025,17.454999999999984,1.3954376e-05,267.05832
10559,CAM,69.6,-105.8,27.0,2000-11-02,-27.22,-209.45,8.310000000000002,0.0,252.08086
10560,BON,49.38,-82.12,245.0,2000-11-02,-19.87,-142.83,-142.83,1.12109365e-05,268.09302
10561,GOB,53.32,-60.42,46.0,2000-11-02,-9.3,-65.15,-65.15,4.6698875e-05,267.34537
10562,EST,51.67,-110.2,707.0,2000-11-02,-17.38,-142.475,-142.475,0.0,269.47003
10563,SKT,52.1,-106.43,504.0,2000-11-02,-17.6,-136.0,-136.0,0.0,267.1976
10564,BAB,47.98,-55.82,190.0,2000-11-02,-11.435,-50.85,40.63,8.589315e-06,276.88828
10567,BON,49.38,-82.12,245.0,2000-12-02,-24.83,-184.02,-184.02,9.454397e-06,267.9075
10568,CAM,69.6,-105.8,27.0,2000-12-02,-29.045,-229.45,2.910000000000025,8.120739e-07,253.21777
10569,SNA,63.52,-116.0,241.0,2000-12-02,-31.27,-238.71,-238.71,0.0,251.03879
10570,OTT,45.32,-75.67,114.0,2000-12-02,-17.7,-124.9,16.69999999999999,0.0,273.9494
10572,ELA,49.67,-93.72,369.0,2000-12-02,-28.29,-209.62,-209.62,2.9109297e-05,265.3876
10573,RES,74.43,-94.59,67.0,2000-12-02,-33.81,-263.7,6.78000000000003,0.0,258.7255
10574,HAB,46.29,-64.15,45.0,2000-12-02,-15.56,-78.88,-78.88,0.0,275.2544
10575,SAT,48.78,-123.13,178.0,2000-12-02,-11.34,-81.61,-81.61,0.0,274.45874
10576,ALR,82.31,-62.17,30.0,2000-12-02,-30.21,-227.05,14.629999999999995,1.3560353e-05,257.74384
10577,BAB,47.98,-55.82,190.0,2000-12-02,-9.07,-71.815,0.745000000000004,0.0,275.041
10578,EGB,44.23,-79.77,224.0,2000-12-02,-20.5,-130.385,-130.385,0.0,274.74054
10579,EUR,79.59,-85.56,10.0,2000-12-02,-37.49,-294.4,5.520000000000039,7.964875e-06,256.30478
10580,EST,51.67,-110.2,707.0,2000-12-02,-22.85,-175.32,-175.32,8.001954e-05,263.52948
10581,CPA,49.82,-74.97,382.0,2000-12-02,-20.02,-144.3,15.859999999999985,2.1389666e-05,269.9337
10582,GOB,53.32,-60.42,46.0,2000-12-02,-14.94,-114.52,-114.52,1.5828979e-05,271.93805
10584,CPA,49.82,-74.97,382.0,2001-01-02,-24.925,-183.925,15.474999999999994,0.0,255.83067
10586,RES,74.43,-94.59,67.0,2001-01-02,-35.18,-277.75,3.6899999999999977,0.0,243.98453
10587,GOB,53.32,-60.42,46.0,2001-01-02,-31.54,-247.89,-247.89,0.0,252.28609
10588,BON,49.38,-82.12,245.0,2001-01-02,-23.85,-179.39,-179.39,0.0,245.02693
10589,SAT,48.78,-123.13,178.0,2001-01-02,-12.37,-95.28,-95.28,0.0,273.91473
10590,ALR,82.31,-62.17,30.0,2001-01-02,-33.01,-255.4,8.679999999999978,0.0,239.10599
10591,SNA,63.52,-116.0,241.0,2001-01-02,-19.0,-142.82,-142.82,0.0,237.01381
10592,EUR,79.59,-85.56,10.0,2001-01-02,-36.5,-287.05,4.949999999999989,0.0,238.41872
10593,EST,51.67,-110.2,707.0,2001-01-02,-16.74,-128.81,-128.81,0.0,249.2657
10594,EGB,44.23,-79.77,224.0,2001-01-02,-18.055,-128.205,-128.205,9.569586e-06,270.05948
10595,BAB,47.98,-55.82,190.0,2001-01-02,-18.36,-48.56,98.32,0.0,263.50565
10597,HAB,46.29,-64.15,45.0,2001-01-02,-21.27,-155.3,-155.3,5.9761725e-05,268.0595
10599,ELA,49.67,-93.72,369.0,2001-01-02,-23.52,-176.545,-176.545,0.0,243.49341
10600,OTT,45.32,-75.67,114.0,2001-01-02,-18.7,-136.5,13.099999999999994,0.0,267.89938
10601,CAM,69.6,-105.8,27.0,2001-01-02,-29.5,-230.55,5.449999999999989,0.0,244.62494
10602,GOB,53.32,-60.42,46.0,2001-02-02,-20.475,-152.95,-152.95,1.0944911e-05,261.4979
10603,BAB,47.98,-55.82,190.0,2001-02-02,-14.56,-43.11,73.37,1.2077544e-05,267.1369
10605,CPA,49.82,-74.97,382.0,2001-02-02,-21.12,-156.65,12.310000000000002,0.0,256.5753
10606,CAM,69.6,-105.8,27.0,2001-02-02,-22.65,-205.85000000000002,-24.650000000000034,7.352853e-06,246.67923
10608,EGB,44.23,-79.77,224.0,2001-02-02,-13.49,-89.72,-89.72,9.356605e-06,268.14944
10609,RES,74.43,-94.59,67.0,2001-02-02,-30.55,-244.35,0.05000000000001137,0.0,253.49396
10610,EST,51.67,-110.2,707.0,2001-02-02,-27.04,-207.15,-207.15,2.309321e-05,260.85553
10611,ALR,82.31,-62.17,30.0,2001-02-02,-40.12,-311.4,9.560000000000002,0.0,238.12756
10612,HAB,46.29,-64.15,45.0,2001-02-02,-13.59,-96.67,-96.67,0.0,263.8534
10614,BON,49.38,-82.12,245.0,2001-02-02,-19.67,-141.2,-141.2,1.6727081e-05,259.61993
10615,SNA,63.52,-116.0,241.0,2001-02-02,-17.37,-132.44,-132.44,0.0,247.76064
10616,EUR,79.59,-85.56,10.0,2001-02-02,-39.08,-308.79999999999995,3.840000000000032,1.1052609e-05,244.08864
10617,SAT,48.78,-123.13,178.0,2001-02-02,-13.71,-101.6,-101.6,0.00024989672,278.56516
10618,ELA,49.67,-93.72,369.0,2001-02-02,-19.84,-145.4,-145.4,0.0,258.87787
10619,OTT,45.32,-75.67,114.0,2001-02-02,-13.5,-93.2,14.799999999999997,1.3265652e-05,264.9751
10620,CAM,69.6,-105.8,27.0,2001-03-02,-29.09,-229.14999999999998,3.5700000000000216,6.9402536e-06,245.8945
10621,EGB,44.23,-79.77,224.0,2001-03-02,-17.63,-124.23,-124.23,7.934901e-06,256.90158
10622,OTT,45.32,-75.67,114.0,2001-03-02,-20.5,-150.4,13.599999999999994,1.0847649e-05,254.69962
10623,ELA,49.67,-93.72,369.0,2001-03-02,-19.335,-143.56,-143.56,5.0146104e-05,258.05466
10624,EUR,79.59,-85.56,10.0,2001-03-02,-36.14,-284.05,5.069999999999993,0.0,233.6925
10625,RES,74.43,-94.59,67.0,2001-03-02,-29.33,-225.6,9.039999999999992,0.0,244.55884
10627,HAB,46.29,-64.15,45.0,2001-03-02,-15.445,-110.335,-110.335,7.9041e-06,257.24728
10628,CPA,49.82,-74.97,382.0,2001-03-02,-26.53,-201.345,10.89500000000001,0.0,244.43805
10629,BON,49.38,-82.12,245.0,2001-03-02,-17.12,-128.21,-128.21,0.0,247.924
10631,BAB,47.98,-55.82,190.0,2001-03-02,-12.39,-51.105,48.01500000000001,0.0,258.2754
10632,SAT,48.78,-123.13,178.0,2001-03-02,-11.54,-84.22,-84.22,7.255665e-05,280.00525
10633,ALR,82.31,-62.17,30.0,2001-03-02,-35.42,-273.4,9.960000000000036,0.0,236.22058
10634,GOB,53.32,-60.42,46.0,2001-03-02,-17.294,-128.3855,-128.3855,0.0,247.89128
10635,SNA,63.52,-116.0,241.0,2001-03-02,-13.03,-116.34,-116.34,0.0,239.16747
10637,EST,51.67,-110.2,707.0,2001-03-02,-18.88,-141.55,-141.55,5.1962375e-05,260.92694
10638,BON,49.38,-82.12,245.0,2001-04-02,-11.12,-70.62,-70.62,0.00027309454,265.12735
10639,BAB,47.98,-55.82,190.0,2001-04-02,-5.61,-49.25,-4.3699999999999966,0.0,267.0444
10641,ELA,49.67,-93.72,369.0,2001-04-02,-23.75,-175.63,-175.63,9.484126e-05,266.72543
10642,OTT,45.32,-75.67,114.0,2001-04-02,-4.1,-32.1,0.6999999999999957,3.8774695e-05,276.48514
10643,GOB,53.32,-60.42,46.0,2001-04-02,-14.12,-102.07,-102.07,0.0,258.00714
10644,SKT,52.1,-106.43,504.0,2001-04-02,-12.5,-97.0,-97.0,1.6488379e-05,263.31488
10645,CPA,49.82,-74.97,382.0,2001-04-02,-8.93,-54.475,16.964999999999996,2.4229026e-05,264.3955
10646,CAM,69.6,-105.8,27.0,2001-04-02,-28.73,-225.7,4.140000000000015,0.0,243.83093
